"Object Count","Layer Name","Layer Color R,G,B","Object Name","Object ID","Object Color R,G,B","Object Material","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"1","Default","0,0,0","","c0b8f1f0-34d6-4ace-bb94-47cbc444e3ad","0,0,0","","point","-100,-100,0"
"2","Default","0,0,0","","a0cd8011-1204-4ec2-97d5-2b3ee522073d","0,0,0","","point","100,-100,0"
"3","Default","0,0,0","","cf911d17-c8a0-458f-a792-30f64a7b82f0","0,0,0","","point","100,100,0"
"4","Default","0,0,0","","59d19a99-8d60-4d30-955b-7f9022872305","0,0,0","","point","-100,100,0"
"5","Default","0,0,0","","2f6aedda-8c15-4440-a73c-7f9f337d72f2","0,0,0","","point","23.64730836627667,91.94763099690142,0"
"6","Default","0,0,0","","ad402355-78e7-4443-a9ab-e4af01f7c9cf","0,0,0","","point","23.64730836627667,84.80477385404429,0"
"7","Default","0,0,0","","223396b5-4a9c-40ee-9d53-f004bd041871","0,0,0","","point","23.64730836627667,77.66191671118713,0"
"8","Default","0,0,0","","83838435-86a7-4d3c-8589-dcfe0f9e1548","0,0,0","","point","23.64730836627667,70.51905956832999,0"
"9","Default","0,0,0","","ccb597a8-37e2-421f-872e-fbb1343c89db","0,0,0","","point","23.64730836627667,63.37620242547285,0"
"10","Default","0,0,0","","1aecc6a2-a9b7-4d45-a806-af381512f94a","0,0,0","","point","23.64730836627667,56.23334528261572,0"
"11","Default","0,0,0","","10048360-238c-46e5-aa13-ad167f830c48","0,0,0","","point","23.64730836627667,49.09048813975857,0"
"12","Default","0,0,0","","e0f48b36-a325-408c-ab51-35f2f07e3da0","0,0,0","","point","23.64730836627667,41.94763099690143,0"
"13","Default","0,0,0","","e7d1f734-6678-4172-b562-8577fb2058d4","0,0,0","","point","23.64730836627667,34.80477385404429,0"
"14","Default","0,0,0","","3551fe18-bf09-4f46-9e84-b81afa728102","0,0,0","","point","23.64730836627667,27.66191671118716,0"
"15","Default","0,0,0","","b0bae950-b226-4fa8-8f5f-49ecd7c8523d","0,0,0","","point","23.64730836627667,20.51905956833002,0"
"16","Default","0,0,0","","5a6c03be-ea3e-4be8-9e30-c48f3d8d9407","0,0,0","","point","23.64730836627667,13.37620242547287,0"
"17","Default","0,0,0","","3908d7f6-3c44-4a0e-8723-8f96180a8e3f","0,0,0","","point","23.64730836627667,6.233345282615732,0"
"18","Default","0,0,0","","560857d7-0cad-4aff-b883-bf90a9ac2f6f","0,0,0","","point","23.64730836627667,-0.909511860241411,0"
"19","Default","0,0,0","","4d715eb9-ff6e-45fa-8867-0402a69bdc83","0,0,0","","point","23.64730836627667,-93.76665471738424,0"
"20","Default","0,0,0","","c2ed8133-9475-4371-9702-32dc64984d49","0,0,0","","point","23.64730836627667,-86.6237975745271,0"
"21","Default","0,0,0","","1a32de5b-a642-45d2-abef-83707a3f05e4","0,0,0","","point","23.64730836627667,-79.48094043166995,0"
"22","Default","0,0,0","","aa25c75a-b0e0-48e1-8b3d-935273512feb","0,0,0","","point","23.64730836627667,-72.33808328881281,0"
"23","Default","0,0,0","","dca488aa-cc72-4bd6-85fd-7086169b4f24","0,0,0","","point","23.64730836627667,-65.19522614595567,0"
"24","Default","0,0,0","","3ea4b9bc-54de-442d-9a1a-f6f4f455ccb9","0,0,0","","point","23.64730836627667,-58.05236900309854,0"
"25","Default","0,0,0","","1b56807f-6d73-4d20-bb3c-32d76353030f","0,0,0","","point","23.64730836627667,-50.90951186024139,0"
"26","Default","0,0,0","","991e329d-302b-43dc-ab8a-a8b5b96bdd72","0,0,0","","point","23.64730836627667,-43.76665471738426,0"
"27","Default","0,0,0","","7c93ae23-919f-4824-88bc-70b50f8ff74a","0,0,0","","point","23.64730836627667,-36.62379757452712,0"
"28","Default","0,0,0","","6ff6519b-1da8-4eee-b045-7244a06092a7","0,0,0","","point","23.64730836627667,-29.48094043166998,0"
"29","Default","0,0,0","","1d21308c-f42b-4541-b13f-4db2dcc505f9","0,0,0","","point","23.64730836627667,-22.33808328881284,0"
"30","Default","0,0,0","","addd77dd-45c7-4120-b16a-c9e1e44c93f3","0,0,0","","point","23.64730836627667,-15.1952261459557,0"
"31","Default","0,0,0","","fad61d98-4c86-453d-a5cc-3c76236ff4be","0,0,0","","point","23.64730836627667,-8.052369003098553,0"
"32","Default","0,0,0","","b37e7b4d-9f6c-401c-ad0d-5ea9c92107e0","0,0,0","","point","23.64730836627667,-0.909511860241411,0"
"33","Default","0,0,0","","4a0626e7-bbd3-4997-b5c6-508ba7ebf3d6","0,0,0","","point","-23.64730836627667,91.94763099690142,0"
"34","Default","0,0,0","","9161f976-fa55-4158-b661-aae8904b0adc","0,0,0","","point","-23.64730836627667,84.80477385404429,0"
"35","Default","0,0,0","","ba6f68db-8b00-4a1a-8bd0-581521c9a544","0,0,0","","point","-23.64730836627667,77.66191671118713,0"
"36","Default","0,0,0","","64b78d17-a875-425a-aaaf-1e04c33d485b","0,0,0","","point","-23.64730836627667,70.51905956832999,0"
"37","Default","0,0,0","","259b9d45-ecd9-410d-a971-e5b6d54bf9e8","0,0,0","","point","-23.64730836627667,63.37620242547285,0"
"38","Default","0,0,0","","b326fd7e-4fd2-4c94-a574-08dc2f9da660","0,0,0","","point","-23.64730836627667,56.23334528261572,0"
"39","Default","0,0,0","","f57521c7-ebbe-4cbe-b6ac-7ef18458ce34","0,0,0","","point","-23.64730836627667,49.09048813975857,0"
"40","Default","0,0,0","","3bf10c46-2e7a-444f-a0b7-2fcbcd6febd7","0,0,0","","point","-23.64730836627667,41.94763099690143,0"
"41","Default","0,0,0","","943a3967-dbc0-4d9e-a15e-139e2030bb43","0,0,0","","point","-23.64730836627667,34.80477385404429,0"
"42","Default","0,0,0","","cc2b310e-e8d3-4fb0-8e27-3534c0231eba","0,0,0","","point","-23.64730836627667,27.66191671118716,0"
"43","Default","0,0,0","","c70cc268-c2d3-4e69-b1bc-b5720d0ee1b0","0,0,0","","point","-23.64730836627667,20.51905956833002,0"
"44","Default","0,0,0","","217cce2e-437e-47c5-820f-17d3cd2f7bbb","0,0,0","","point","-23.64730836627667,13.37620242547287,0"
"45","Default","0,0,0","","00f0c206-6229-4a92-be88-9c298e430d5d","0,0,0","","point","-23.64730836627667,6.233345282615732,0"
"46","Default","0,0,0","","5fb00734-6968-49f2-b44f-a4388e3aa804","0,0,0","","point","-23.64730836627667,-0.909511860241411,0"
"47","Default","0,0,0","","cbc2dd96-5702-49d0-ac78-07e4ea88f6bf","0,0,0","","point","-23.64730836627667,-93.76665471738424,0"
"48","Default","0,0,0","","2b44c950-753f-432c-b9e2-99279854fb56","0,0,0","","point","-23.64730836627667,-86.6237975745271,0"
"49","Default","0,0,0","","600099c6-1297-474e-88af-c459aba6d36b","0,0,0","","point","-23.64730836627667,-79.48094043166995,0"
"50","Default","0,0,0","","8a8524a1-fb94-45c7-ac94-f480440a2544","0,0,0","","point","-23.64730836627667,-72.33808328881281,0"
"51","Default","0,0,0","","66e4d1bf-b0ed-4544-9656-ff246905e3b1","0,0,0","","point","-23.64730836627667,-65.19522614595567,0"
"52","Default","0,0,0","","b51f09e1-bbb2-4362-a637-b60c261e591f","0,0,0","","point","-23.64730836627667,-58.05236900309854,0"
"53","Default","0,0,0","","2f0ba962-e9f2-4297-8cd2-10f06d494fc6","0,0,0","","point","-23.64730836627667,-50.90951186024139,0"
"54","Default","0,0,0","","9265301d-e5a8-4e94-95e2-ed99679c7024","0,0,0","","point","-23.64730836627667,-43.76665471738426,0"
"55","Default","0,0,0","","2a04acdd-0d30-4b57-b801-8eccd0cf310d","0,0,0","","point","-23.64730836627667,-36.62379757452712,0"
"56","Default","0,0,0","","c3e95f19-4c54-4232-89bb-eec69c9d2917","0,0,0","","point","-23.64730836627667,-29.48094043166998,0"
"57","Default","0,0,0","","a549230f-3e3b-442c-ae23-c349114850f0","0,0,0","","point","-23.64730836627667,-22.33808328881284,0"
"58","Default","0,0,0","","eda2bb27-6ea3-4974-9ec6-cd0be54c02f8","0,0,0","","point","-23.64730836627667,-15.1952261459557,0"
"59","Default","0,0,0","","d1efd04f-90ad-4777-9377-6c33d721729b","0,0,0","","point","-23.64730836627667,-8.052369003098553,0"
"60","Default","0,0,0","","c7c2c44d-da95-4a57-b8dc-c61d57ca0bb4","0,0,0","","point","-23.64730836627667,-0.909511860241411,0"
